#/** -*- coding: utf-8 -*-
#  *
#  * Italian Message catalog
#  *
#  *
#  * @version   $Id$
#  *
#  * Changelog:
#  * 2002-12-15 rspisser <reinhard@spisser.it>
#  *           Translation from Base.tab
#  * 2003-01-04 rspisser <reinhard@spisser.it>
#  *           removed all not used entries
#  * 2003-01-17 rspisser <reinhard@spisser.it>
#  *           adding localization strings for forums
#  * 2003-01-21 rspisser <reinhard@spisser.it>
#  *           adding localization strings for my, diary, project_homepage
#  * 2003-01-25 rspisser <reinhard@spisser.it>
#  *           adding localization strings for pm
#  * 2003-02-04 rspisser <reinhard@spisser.it>
#  *           localization of the tracker
#  * 2003-11-13 rspisser <reinhard@spisser.it>
#  *            removed double strings, removed not translated strings,
#  * 2004-03-05 Lele Gaifax <lele@nautilus.homeip.net>
#  *            revisited and synced with Base.
#  * 2006-02-22 rspisser <reinhard@spisser.it>
#  *            synced with Base.tab
#  * 2006-05-02 rspisser <reinhard@spisser.it>
#  *            moved style information to .css file
#
#  **/
#

		account	title	Preferenze account
help	title	Benvenuto su $1
help_tracker	assignee	Questa casella rappresenta la persona alla quale è assegnato l'elemento.
help_tracker	attach_file	Quando vuoi allegare un file devi selezionare questa casella.
help_tracker	canned_response	La casella di selezione delle risposte predefinite presenta un elenco preparato dall'amministratore.<br /><br /> Se sei un amministratore di progetto puoi premere il link 'amministra' per definire le risposte predefinite.
help_tracker	close_window	Chiudi finestra
help_tracker	data_type	L'opzione Data Type determina il tracker. Un elemento inserito può far parte dei bug, delle patch, delle richieste di supporto, perciò è necessario individuare a quale Data Type un elemento appartiene.<br /><br />
help_tracker	monitor	Puoi abilitare o disabilitare la notifica cliccando sul pulsante "Notifica". <br /><br /><strong>Attenzione!</strong> Questa funzionalità ti invierà ulteriore e-mail; ad esempio se vengono aggiunti commenti, se vengono inseriti o assegnati nuovi elementi.
help_tracker	priority	L'opzione "Priorità" permette all'utente di definire una priorità da 1 (bassa) a 5 (alta).<br /><br />
help_tracker	sort_by	L'opzione "Ordina per" ti permette di scegliere il tipo di ordinamento.<br /><br /> Puoi scegliere di ordinare per ID, Priorità, Sommario, Data di apertura, Data di chiusura, inserito da o assegnato a. Puoi anche scegliere se i risultati devono essere ordinati in ordine crescente o decrescente.
help_tracker	status	In questa casella di selezione viene visualizzato lo stato attuale dell'elemento.<br /><br />Puoi impostare lo stato a 'Pending' se sei in attesa di una risposta da chi ha inserito l'elemento. Quando l'autore risponde, lo stato viene automaticamente impostato a 'Open'. Se l'autore non risponde entro un tempo determinato (normalmente 14 giorn) viene impostato a 'Deleted'.
help_tracker	summary	La casella di testo "sommario" rappresenta un sommario breve. 
help_tracker	unknown_help_request	RICHIESTA DI AIUTO SCONOSCIUTA:
help_trove_cat	description	Descrizione
help_trove_cat	full_category_name	Nome completo della categoria
help_trove_cat	no_such_category	Categoria Trove inesistente
help_trove_cat	short_name	Nome breve
home	about_blurb	<P>$1 è un <B>servizio gratuito agli sviluppatori <A href="http://www.opensource.org/">Open Source</A></B> che offre un accesso facilitato al meglio tra CVS, mailing list, bug tracking, forum di messaggi, gestione attività, site hosting, archivio permanente di file, backup completi, e amministrazione completamente via web.</P><P><B>Site Feedback e Participazione</B></P><P>Per ottenere il massimo da $1, dovrai <A href="/account/register.php">registrarti come utente del sito</A>. Questo ti consentirà di partecipare a pieno titolo in tutto quello che abbiamo da offrire. Puoi ovviamente visitare il sito senza registrarti, ma in quel modo non potrai accedere in modo completo.</P><P><B>Apri un tuo progetto personale</B></P><P><A href="/account/register.php">Registrati come utente del sito</A>, poi <A HREF="/account/login.php">collegati</A> e infine, <A HREF="/register/">Registra il tuo progetto</A>.</P><P>Grazie.... e goditi il sito.</P>
home	gforge_statistics	Statistiche $1
home	highest_ranked_users	Utenti più valutati
home	hosted_projects	Progetti ospitati
home	most_active_this_week	Più attivi questa settimana
home	no_stats_available	Statistiche non disponibili
home	recently_registered	Progetti registrati recentemente
home	recently_registered_date_format	d/m
home	registered_users	Utenti registrati
home	top_project_downloads	Progetti più scaricati
include_html	no_change	Nessuna modifica
include_html	none	Nessuna
include_html	priority_highest	Più alta
include_html	priority_lowest	Più bassa
include_toolreport	all	Tutti
include_toolreport	for	per
include_toolreport	key	Legenda
include_toolreport	last_days	Ultimi giorni
include_toolreport	last_months	Ultimi mesi
include_toolreport	last_weeks	Ultime settimane
include_toolreport	last_years	Ultimi anni
include_toolreport	no_data	Nessun dato da visualizzare
include_toolreport	open	Aperti
include_toolreport	project_lifespan	Durata del progetto
include_toolreport	show	Visualizza
index	welcome	Benvenuto
mail	archives	Archivi $1
mail	choose_a_list	<p>Seleziona una lista per scorrere, cercare e inserire messaggi.</p>
mail	error_delete	Non è stato possibile rimuovere la mailing list
mail	external_administration	Iscrizione/Elimina Iscrizione/Preferenze
mail	help_to_request	Amministratori di progetto utilizzano questo link per richiedere mailing list.
mail	mailinglists_for	Mailing List per $1
mail	no_list_found	Nessuna lista trovata per $1
mail	provided_by	<P>Le mailing list sono gestite da una versione personalizzata di <A href="http://www.list.org">GNU Mailman</A>. Grazie ai team di Mailman e <A href="http://www.python.org">Python</A> per il software eccezionale.</p>
mail	unable_to_get_lists	Impossibile ottenere le liste
mail_admin	add_list	Aggiungi Mailing List
mail_admin	admin_in_mailman	Amministra
mail_admin	error_getting_list	Errore nel caricamento della Lista
mail_admin	pagetitle	Amministrazione di Mailing List
mail_admin	update_list	Aggiorna
mail_admin_addlist	existing_mailing_lists	Mailing List esistenti
mail_admin_addlist	form_addlist	Aggiungi questa lista
mail_admin_addlist	form_description	Descrizione:
mail_admin_addlist	form_ispublic	Pubblica?
mail_admin_addlist	form_name	Nome Mailing List:
mail_admin_addlist	list_added	Mailing List aggiunta
mail_admin_addlist	list_information	<p>I nomi delle Mailing List:<br /><strong>projectname-listname@$1</strong></p><p>Saranno necessari <span class="important">6-24 ore </span> per creare la Mailing List.</p>
mail_admin_addlist	pagetitle	Aggiungi una Mailing List
mail_admin_deletelist	confirmdelete	Conferma Rimozione
mail_admin_deletelist	permanentlydelete	Rimuovi in modo permanente
mail_admin_deletelist	title	Rimuovi la lista in modo permanente
mail_admin_updatelist	form_description	Descrizione:
mail_admin_updatelist	form_ispublic	Pubblica?
mail_admin_updatelist	form_updatelist	Aggiorna
mail_admin_updatelist	information	Puoi amministrare Mailing List da qui. Considera che liste private possono essere viste da membri del progetto, non saranno però elencate su $1.
mail_common	creation_mail_body	Una Mailing List sarà creata entro 6-24 hours sul server $1n e tu sarai l'amministratore della Mailing List.nnNome Mailing List: $3@$2 .nnLe informazioni sulla Mailing List si trovano qui:n$4 .nnAmministrazione Mailing List:n$5 .nnPassword Mailing List: $6 .nTi consigliamo di cambiare questa password appena possibile.nn-- Lo staff di $1n
mail_common	creation_mail_subject	Nuova Mailing List $1 
mail_common	description	Descrizione
mail_common	error_invalid_name	Nome Mailing List non valido
mail_common	error_list_already_exists	La Mailing List esiste già
mail_common	error_min_name_length	Il nome della Mailing List deve contenere almeno 4 caratteri
mail_common	list_not_activated	Mailing List non attivata
mail_common	mailing_list	Mailing list
mail_common	prefs	Iscriviti
mail_utils	admin	Amministra
mail_utils	turned_off	Questo progetto ha disabilitato le Mailing List
menu	account_maintenance	Manutenzione account
menu	admin	Amministrazione
menu	bookmark_page	Segna pagina
menu	code_snippet	Frammenti di codice
menu	diary_notes	Diario &amp; Note
menu	home	Homepage
menu	login	Accedi
menu	logout	Disconnetti
menu	my_account	Account personale
menu	mypage	Pagina&nbsp;Personale
menu	my_personal_page	Pagina personale
menu	new_project	Registra nuovo progetto
menu	new_user	Nuovo utente via SSL
menu	project_help_wanted	Progetti in cerca di aiuto
menu	projectree	Struttura del progetto
menu	register_project	Registra progetto
menu	reporting	Reportistica
menu	search	Ricerca
menu	submit	Invia
my	assignedartifacts	Elementi assegnati
my	assignedtasks	Attivit&agrave; assegnate
my	bookmarks	Miei Segnalibri
my	monitoredfile	File sotto controllo
my	monitoredforum	Forum sotto controllo
my	no_bookmarks	Non ci sono segnalibri salvati
my	no_monitored_filemodules	Non hai richiesto la notifica di alcun file
my	no_monitored_forums	Non hai richiesto la notifica di nessun forum
my	no_open_tasks	Non ci sono attività aperte assegnate a te.
my	no_projects	Non sei membro di nessun progetto attivo
my	no_tracker_items_assigned	Non ci sono elementi aperti nei tracker assegnati a te.
my	no_tracker_items_submitted	Non ci sono elementi aperti nei tracker inseriti da te.
my	projects	Miei progetti
my	submittedartifacts	Elementi inseriti
my	title	Pagina personale di: $1
my_bookmark	return	Torna
my_bookmark_add	added_bookmark	Aggiunto segnalibro per <strong>$1</strong> con il titolo <strong>$2</strong>
my_bookmark_add	back	Torna alla homepage
my_bookmark_add	bookmark_title	Titolo segnalibro
my_bookmark_add	bookmark_url	URL segnalibro
my_bookmark_add	section	Pagina Personale
my_bookmark_add	visit_page	Vai alla pagina segnata
my_bookmark_edit	bookmark_updated	Bookmark aggiornato
my_bookmark_edit	failed_to_update_bookmark	L'aggiornamento del bookmark è fallito.
my_bookmark_edit	title	Modifica segnalibro
my_diary	add_new_entry	Aggiungi nuova nota
my_diary	details	Dettagli
my_diary	diary_updated	Diario aggiornato
my_diary	entry_not_found	Elemento non trovato o non ti appartiene
my_diary	error_adding_item	Errore nell'aggiungere l'elemento
my_diary	existing_entries	Note e Diario esistenti
my_diary	is_public	Pubblico?
my_diary	is_public_expl	Se marcato come pubblico, la nota verrà inviata a tutti gli utenti che richiedono la notifica della nota.
my_diary	item_added	Elemento aggiunto
my_diary	no_entries	Non ci sono elementi del diario
my_diary	nothing_updated	Nulla da aggiornare
my_diary	submit_only_once	INSERIRE SOLO UNA VOLTA
my_diary	summary	Sommario
my_diary	title	Diario personale e Note
my_diary	update_entry	Aggiorna un elemento
my_rmproject	operation_not_permitted_text	Impossibile eliminarti da questo progetto perché sei un amministratore del progetto. Dovresti prima chiedere ad altri amministratori di eliminare i tuoi privilegi di amministratore. Se sei l'unico amministratore, puoi chiedere in <a href="/people/">Progetti in cerca di aiuto</a> e passare i privilegi di amministrazione a qualcuno interessato.
my_rmproject	operation_not_permitted_title	Operazione non permessa
my_rmproject	quitting_project	Uscire dal progetto
my_rmproject	quitting_project_text	Stai per eliminarti dal progetto. Conferma, per favore:
my_rmproject	title	Uscire dal Progetto
mytab	monitoring	Elementi monitorati
mytab	project	Progetti
new	download	Scarica
new	module	Modulo:
new	newer_releases	Rilasci recenti
new	no_new_release_found	Nessun nuovo rilascio trovato
new	notes_changes	Note di rilascio &amp; Changelog
new	older_releases	Rilasci precedenti
new	projects_total	Totali progetto:
new	released_by	Rilasciato da:
new	this_project_has_not	Questo progetto non ha ancora inserito una descrizione
new	title	Nuovi file rilasciati
new	version	Versione:
news	choose	<P>Seleziona una notizia e puoi visualizzare, ricercare e inviare messaggi.</P>
news	noitems	Non sono state trovate notizie
news	nonews	Nessuna notizia
news	nonewsfor	Nessuna notizia per $1
news	olderheadlines	Notizie meno recenti
news	title	Notizie
news_admin	approved_newsbytes	Queste news sono state approvate la settimana passata (totale: $1)
news_admin	approve_for_frontpage	Approva per la Homepage
news_admin	approve_newsbyte	Approva una news per il progetto: $1
news_admin	date	Data
news_admin	details	Dettagli
news_admin	do_nothing	Non eseguire alcuna operazione
news_admin	newsbyte_deleted	News rimossa.
news_admin	newsbyte_rejected	News rifiutata.
news_admin	newsbytes_to_approve	Queste news sono in attesa di approvazione(totale: $1)
news_admin	newsbyte_updated	News aggiornata.
news_admin	noapproved	Per questa settimana non è disponibile alcuna news 
news_admin	noqueued	Nessun item in attesa per questo progetto
news_admin	norejected	Nessuna news rifiutata è stata trovata per questa settimana
news_admin	permdenied	Devi essere un'amministratore del progetto che stai modificando oppure un membro del team Notizie di $1.
news_admin	project	Progetto
news_admin	queued	Le notizie seguenti sono state inserite nel progetto
news_admin	reject	Rifiuta
news_admin	rejected_newsbytes	Queste news sono state rifiutate nella settimana passata (totale: $1)
news_admin	reject_selected	Rifiuta le news selezionate
news_admin	removal_when_edit	La news sarà eliminata dalla homepage $1 se viene modificata.
news_admin	status	Stato
news_admin	status_delete	Rimuovi
news_admin	status_displayed	Visualizzato
news_admin	subject	Soggetto
news_admin	submitted_by	Inserita da
news_admin	submitted_for_group	Inserita per il gruppo
news_admin	title	Amministrazione Notizie
news_submit	cannot	Non è possibile inserire news per un progetto se non si è un amministratore del progetto
news_submit	cannotadmin	Non è consentito inserire una notizia dal gruppo Notizie.
news_submit	details	Dettagli
news_submit	errorboth	ERRORE - oggetto e messaggio sono obbligatori
news_submit	errorinsert	ERRORE durante l'inserimento
news_submit	forproject	Per il progetto
news_submit	newsadded	News aggiunta.
news_submit	post_blurb	È possibile inserire news sul progetto se si è un amministratore del progetto. È anche possibile inserire note di "richiesta di aiuto" se il progetto ha bisogno di aiuto.<P>Tutti i messaggi <B>per il tuo progetto</B> verranno inseriti immediatamente nella pagina di sommario del progetto. Note che sono di particolare interesse per la comunità dovranno essere approvate da un membro del team di news di $1 prima che questi vengano pubblicate sulla homepage di $1.<P>Si possono inserire URL, ma non codice <P>URL che iniziano con http:// saranno resi cliccabili.
news_submit	subject	Oggetto
news_utils	archive	Archivio News
news_utils	comment_1	Commento
news_utils	comment_2	Commenti
news_utils	nonews	Nessuna news trovata
news_utils	readmore	Leggi&nbsp;altro/Replica
news_utils	submit	Invia per
people	about_blurb	<P>I progetti in ricerca di aiuto di $1 sono disponibile per progetti non commerciali. Non è consentito un uso commerciale.</P><P>L'elenco dei progetti rimane attivo per due settimane oppure finché ne viene chiusa la posizione. Gli amministratori di progetto possono ri-postare posizioni scadute.</P><P>Consulta i menu di categoria per trovare i progetti in cerca di aiuto.</p><p>Se sei un amministratore di progetto, fai il login e inserisci le tue richieste d'aiuto tramite la tua pagina di amminstrazione progetto.</p><p>Per suggerire ulteriori categorie, sottoponi una richiesta tramite il support manager.</p>
people	action	Azione
people	added_skill	Aggiungi a elenco competenze
people	add_new_skill	Aggiungi nuova competenza
people	add_skill	Aggiungi competenza
people	category	Categoria
people	click_job_titles	Seleziona il titolo delle posizioni per maggiori informazioni
people	date_opened	Data inserimento
people	error_inserting	ERRORE durante l'inserimento della competenza
people	error_skill_already	ERRORE - competenza già inserita
people	experience	Esperienza
people	here_is_list_position	Di seguito è elencato un elenco di posizioni disponibili per il progetto.
people	invalid_id	ID non valido
people	last_posts	Ultimi inserimenti
people	level	Livello
people	long_description	Descrizione lunga
people	more_latest_posts	inserimenti più recenti
people	must_be_loggin	Devi essere collegato
people	must_select_a_skill	È necessario selezionare un ID competenza
people	no_categories_found	Nessuna categoria trovata
people	none_found	Nessuno trovato
people	no_skill_inventory_setup_up	Nessun inventario compentenze disponibile
people	project	Progetto $1
people	short_description	Descrizione breve
people	skill	Competenza
people	status	Stato
people	title	Sistema per la ricerca di aiuto
people	title_array	Titolo
people_createjob	continue	Continua >>
people_createjob	explains	Riempi i campi sottostanti. Cliccando su continua ti verrà visualizzato un elenco di competenze ed esperienze necessarie per la posizione.
people_editjob	error_missing	errore - informazioni mancanti
people_editjob	fill_in	Riempire tutti i campi obbligatori
people_editjob	finished	Finito
people_editjob	job_insert_failed	Inserimento Posizione fallita
people_editjob	job_insert_ok	Posizione inserita
people_editjob	job_skill_delete_no	Rimozione competenza posizione fallita
people_editjob	job_skill_delete_no_wrong_id	Rimozione competenza posizione fallita - project_id errato
people_editjob	job_skill_delete_ok	Rimozione competenza posizione effettuata
people_editjob	job_skill_update_no	Aggiornamento competenza posizione fallito
people_editjob	job_skill_update_no_wrong_id	Aggiornamento competenza posizione fallita - project_id errato
people_editjob	job_skill_update_ok	Aggiornamento competenza posizione eseguito
people_editjob	job_update_no	Aggiornamento posizione fallita
people_editjob	job_update_no_wrong_id	Aggiornamento posizione fallita - project_id errato
people_editjob	job_update_ok	Aggiornamento posizione effettuata
people_editjob	no_such	Nessuna posizione disponibile per il progetto
people_editjob	posting_fetch_failed	POSTING fetch FAILED
people_editjob	skill_explains	<p>È possibile cambiare l'elenco delle competenze necessarie per questa posizione. Gli sviluppatori potranno confrontare le loro attitudini con i tuoi requisiti.</p><p>Tutte le posizioni verranno chiuse automaticamente dopo due settimane.</p>
people_editjob	title	Modifica posizione
people_editjob	update_description	Aggiorna descrizioni
people_editprofile	about_to_delete	Stai per rimuovere le seguenti competenze $1
people_editprofile	add_new_skill	Aggiungi una nuova competenza
people_editprofile	add_this_skill	Aggiungi questa competenza
people_editprofile	all_fields_required	Tutti i campi sono richiesti!
people_editprofile	are_you_sure	Sei <strong>sicuro</strong> di voler continuare?
people_editprofile	cancel_skills_update	Aggiornamento competenze Rimosso
people_editprofile	change_required_fields	Cambia i campi richiesti e premi "Invia" alla fine della pagina
people_editprofile	confirm_delete	Conferma Rimozione
people_editprofile	confirm_skill_delete	Conferma la Rimozione delle competenze
people_editprofile	edit_delete_your_skills	Modifica/Rimuovi le tue competenze
people_editprofile	edit_public_permissions	Modifica permessi pubblici
people_editprofile	edit_skills	Modifica competenze
people_editprofile	edit_your_profile	Modifica il profilo
people_editprofile	end_date	Data fine
people_editprofile	error	errore - informazioni mancanti
people_editprofile	failed_delete_skills	Rimozione competenze fallita
people_editprofile	failed_to_add_skill	Aggiunta competenza fallita
people_editprofile	failed_update_skills	Aggiornamento competenze fallita
people_editprofile	fill_all_required_fields	Riempire tutti i campi obbligatori
people_editprofile	following_options	Le seguenti opzioni determinano se altri possono vedere le tue competenze. Anche se non possono vederle, puoi comunque inserirle.
people_editprofile	from_skills_database	dal database delle competenze. Questa operazione è irreversibile.
people_editprofile	keywords	Parole chiave
people_editprofile	keywords_max_255_chars	Parole chiave (massimo 255 caratteri)
people_editprofile	no_skills_selected	Nessuna competenza da modificare selezionata
people_editprofile	no_skills_selected_to_delete	Nessuna competenza da rimuovere selezionata
people_editprofile	no_skill_types_in_database	Nessun tipo competenze disponibile nel database (tabella skills_data_types)
people_editprofile	no_skill_types_in_database_inform	Nessun tipo competenze nel database - informare il system administrator
people_editprofile	no_such_user	L'utente non esiste
people_editprofile	profile_title	Titolo
people_editprofile	publicly_viewable	Visibile da tutti
people_editprofile	skill_added_ok	Competenza aggiunta
people_editprofile	skill_delete_successfully	Competenze rimosse con successo
people_editprofile	skill_deletion_cancelled	Rimozione competenza annullata
people_editprofile	skills_edit	Modifica competenze
people_editprofile	start_date	Data inizio
people_editprofile	type	Tipo
people_editprofile	update_failed	Aggiornamento utente fallito
people_editprofile	update_ok	Aggiornamento utente eseguito
people_editprofile	update_permission	Aggiorna permessi
people_editprofile	user_fetch_failed	User fetch FAILED
people_editprofile	you_can_enter_new_skills	Inserire nuove competenze acquisite. Per favore, inserisci il periodo nel modo più accurato possibile.
people_help_wanted_latest	title	Ultimi inserimenti
people_viewjob	contact_info	Informazioni sul contatto
people_viewjob	fetch_failed	POSTING fetch FAILED
people_viewjob	for_project	Per il progetto
people_viewjob	no_such_posting	Questa posizione non è disponibile per questo progetto
people_viewjob	open_date	Data inizio
people_viewjob	posting_id_not_found	ID non trovato
people_viewjob	required_skills	Competenze richieste
people_viewjob	view_a_job	Visualizza posizione
people_viewprofile	no_such_user	L'utente non esiste
people_viewprofile	set_private	L'utente ha impostato il suo profilo a privato
people_viewprofile	skills_profile_for	Profilo delle competenze
people_viewprofile	title	Visualizza un profilo utente
people_viewprofile	user_fetch_failed	User fetch FAILED
pluginman	action	Azione
pluginman	activate	Attiva
pluginman	active	Attivo
pluginman	deactivate	Disattiva
pluginman	groupdeleted	$1 Gruppi rimossi dal plugin.<br>
pluginman	groups	Gruppi che lo utilizzano
pluginman	inactive	Non attivo
pluginman	init	Lanciare lo script di inizializzazione?
pluginman	name	Nome Plugin
pluginman	notice	Qui puoi attivare/disattivare plugin che si trovano nella cartella plugins/. Poi puoi abilitarli per progetto o anche per utente, se previsto dal plugin.<br><span class="important">Attenzione: se disattivi un plugin, viene disattivato per l'intero sito.<br>Fai PARTICOLARE attenzione quando lanci lo script di inizializzazione SQL e il plugin è disattivato: alcuni script comprendono istruzioni per cancellare le tabelle.</span><br><br>
pluginman	status	Stato
pluginman	success	Plugin $1 aggiornato
pluginman	successnoconfig	<br>Non è stato possibile collegare il file di configurazione a etc/gforge/plugins/$1. Controlla i permessi di scrittura per apache in /etc/gforge/plugins oppure crea il link manualmente.
pluginman	successnodeletelink	<br>Il softlink nella cartella www/plugins non è stato rimosso, cancella il link manualmente.
pluginman	successnoinit	<br>Impossibile trovare lo script di inizializzazione SQL.
pluginman	successnolink	<br>Non è stato possibile creare un softlink alla cartella www. Controlla i permessi per apache in gforge/www/plugins oppure creare il link manualmente.
pluginman	userdeleted	$1 Utente rimosso dal plugin.<br>
pluginman	users	Utenti che lo utilizzano
pm	admin	amministra
pm	assigned_to	Assegnato a
pm	cat_any	Tutte
pm	category	Categoria
pm	date_note	La data inizio e fine dell'attività devono essere posteriori alle date di inizio delle attività dalle quali dipende <br/>altrimenti il sistema modificherà automaticamente le date.
pm	day	Giorno
pm	dependent	Dipende dall'attività
pm	dependent_note	Scegliere solo le attività che devono essere completate prima che questa attività possa cominciare.
pm	details	Dettaglio attività
pm	end_date	Data fine
pm	hours	Ore stimate
pm	intro	Selezionare un sottoprogetto e puoi visualizzare/modificare e aggiungere attività.
pm	noprj	<H1>Nessun sottoprogetto trovato</H1><P><B>Non è stato alcun sottoprogetto oppure non sei autorizzato a vederli.<P><span class="important">L'amministratore del progetto dovrà creare dei sottoprogetti utilizzando la pagina di amministrazione</span></B>
pm	no_tasks_found	Nessuna attività trovata
pm	no_tasks_found_text	Aggiungi nuove attività utilizzando i link elencati sopra
pm	percent_complete	Perc. completamento
pm	priority	Priorità
pm	start_date	Data inizio
pm	status	Stato
pm	status_any	Tutti
pm	summary	Sommario
pm	task_id	Id attività
pm	tech_any	Tutti
pm	title	Gestore attività Sottoprogetti e Task
pm	total	Totale
pm	unassigned	Non assegnato
pm	user	Utente
pm	view_calendar	Visualizza calendario
pm	view_type	Vista dettagliata
pm	view_type_detail	Dettagliato
pm	view_type_summary	Sommario
pm	week	Settimana
pm_addtask	task_added_relationship	Aggiornata relazione con tracker
pm_addtask	task_created_successfully	Attività creata con successo
pm_addtask	task_updated_successfully	Attività aggiornata con successo
pm_addtask	title	Aggiungi un nuovo task
pm_admin_projects	add_categories	Aggiungi categorie
pm_admin_projects	add_categories_title	Aggiungi categorie
pm_admin_projects	add_categories_to	Aggiungi categorie a
pm_admin_projects	add_edit_categories	Aggiungi/modifica categorie
pm_admin_projects	add_project	Aggiungi un progetto
pm_admin_projects	add_project_intro	Aggiungi un progetto, che può contenere un certo numero di attività. Questo è diverso che creare una nuova attività.
pm_admin_projects	admin_title	Amministrazione Progetto/Attività
pm_admin_projects	category_inserted	Categoria inserita
pm_admin_projects	category_name	Nome categoria
pm_admin_projects	category_note	Una volta inserita una categoria non può più essere rimossa.
pm_admin_projects	category_note2	Non è consigliato cambiare la categoria perchè altri elementi dipendono da essa. Quando si cambia una categoria, tutti gli elementi relazionati verranno assegnati automaticamente al nuovo nome della nuova categoria.
pm_admin_projects	category_updated	Categoria aggiornata
pm_admin_projects	change_project_intro	Qui puoi cambiare un progetto. Nota che progetti privati possono essere visualizzati dai membri del progetto, ma non dagli altri.
pm_admin_projects	change_project_title	Cambia stato di gestore attività
pm_admin_projects	delete	Rimuovi
pm_admin_projects	deleted	Rimosso
pm_admin_projects	delete_info	Rimuovi in modo permanente questo sottoprogetto e tutti i dati.
pm_admin_projects	delete_warning	Stai per rimuovere in modo permanente e irrimediabile questo sottoprogetto e tutti i dati!
pm_admin_projects	description	Descrizione
pm_admin_projects	edit_update	Modifica/aggiorna progetto
pm_admin_projects	id	Id
pm_admin_projects	is_public	Progetto pubblico?
pm_admin_projects	modify_category	Modifica una categoria in
pm_admin_projects	no_categories	Nessuna categoria definita
pm_admin_projects	no_projects_found	<h2>Nessun progetto trovato</h2><p>È possibile aggiungere nuovi progetti usando il link "Aggiungi un progetto".</p>
pm_admin_projects	project_inserted	Progetto inserito
pm_admin_projects	project_name	Nome progetto
pm_admin_projects	projects_intro	Aggiungi un nuovo progetto. <strong>Questo è diverso che aggiungere una attività a un progetto.</strong>
pm_admin_projects	project_title	Titolo
pm_admin_projects	really_sure	Sono veramente sicuro
pm_admin_projects	send_updates	Invia tutti gli aggiornamenti a
pm_admin_projects	sure	Sono sicuro
pm_browsetask	admin_mass_update	<strong>Amministratore:</strong> Se vuoi apportare delle modifiche a tutti gli elementi elencati, usa i campi sottostanti per cambiare le proprietà e seleziona "Aggiornamento multiplo".
pm_browsetask	browse	Consulta
pm_browsetask	check_all	Seleziona tutti
pm_browsetask	clear_all	Deseleziona tutti
pm_browsetask	mass_update	Aggiornamento multiplo
pm_browsetask	next	successivi 50
pm_browsetask	no_change	Nessuna modifica
pm_browsetask	overdue_tasks	* indica attività scadute
pm_browsetask	previous	precedenti 50
pm_browsetask	title	Consulta le attività
pm_deletetask	are_you_sure	Sei sicuro di voler rimuovere questa attività?
pm_deletetask	confirm	Si, sono sicuro di voler rimuovere questa attività
pm_deletetask	delete	Rimuovi questa attività
pm_deletetask	task_deleted_successfully	Attività rimossa
pm_deletetask	task_delete_failed	Rimozione fallita
pm_deletetask	task_delete_failed_confirm	Conferma non eseguita; l'attività non è stata rimossa.
pm_deletetask	title	Rimuovi una attività
pm_detailtask	assigned_to	Assegnato a
pm_detailtask	category	Categoria
pm_detailtask	dependend_on_task	Dipende da attività
pm_detailtask	end_date	Data fine
pm_detailtask	hours	Ore
pm_detailtask	original_comment	Commento originale
pm_detailtask	pct_complete	Perc. di completamento
pm_detailtask	priority	Priorità
pm_detailtask	start_date	Data inizio
pm_detailtask	status	Stato
pm_detailtask	submitted_by	Inserito da
pm_detailtask	subproject	Sottoprogetto
pm_detailtask	task_summary	Sommario
pm_detailtask	title	Dettagli dell'attività
pm_ganttpage	assignee	Assegnatario
pm_ganttpage	days	Giorni
pm_ganttpage	months	Mesi
pm_ganttpage	resolution	Risoluzione
pm_ganttpage	size	Dimensione
pm_ganttpage	sort_on	Ordina per
pm_ganttpage	weeks	Settimane
pm_include_grouphtml	add_task	Aggiungi attività
pm_include_grouphtml	admin	Amministra
pm_include_grouphtml	browse_task	Consulta attività
pm_include_grouphtml	downloadcsv	Scarica come CSV
pm_include_grouphtml	error_disabled	Il progetto ha disabilitato il gestore delle attività
pm_include_grouphtml	gantt_chart	Diagramma Gantt
pm_include_grouphtml	not_started	Non iniziato
pm_include_grouphtml	reporting	Reportistica
pm_include_grouphtml	uploadcsv	Upload CSV
pm_include_taskhtml	by	Da
pm_include_taskhtml	comment	Commento
pm_include_taskhtml	date	Data
pm_include_taskhtml	depend_info	Attività che dipendono da questa attività
pm_include_taskhtml	field	Campo
pm_include_taskhtml	followups	Risposte
pm_include_taskhtml	no_changes	Non è stato effettuato alcun cambiamento
pm_include_taskhtml	no_comments	Nessun commento è stato inserito
pm_include_taskhtml	no_depend_info	Nessuna attività dipende da questa attività
pm_include_taskhtml	no_tracker_items	Nessuna relazione con elementi del tracker
pm_include_taskhtml	old_value	Valore precedente
pm_include_taskhtml	open_date	Data inizio
pm_include_taskhtml	related_items	Elementi del tracker relazionati
pm_include_taskhtml	remove_relation	Rimuovi relazione
pm_include_taskhtml	task_history	Storia delle modifiche all'attività
pm_include_taskhtml	tracker	Tracker
pm_index	description	Descrizione
pm_index	open	Aperti
pm_index	short_name	Nome sottoprogetto
pm_index	total	Totale
pm_modtask	add_comment	Aggiungi un commento
pm_modtask	assignee	Assegnatario
pm_modtask	original_comment	Commento originale
pm_modtask	sort_on	Ordina per
pm_modtask	submitted_by	Inserito da
pm_modtask	time_tracking	Registro delle consuntivazioni
pm_modtask	title	Modifica attività
pm_projectcategory	required_fields	Categorie progetti: nome e assegnatario sono obblitatori
