#/**
#  *
#  * Bulgarian message catalog
#  *
#  * GForge: Breaking Down the Barriers to Open Source Development
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * http://sourceforge.net
#  *
#  * @version   $Id$
#  * @author Delyan Toshev
#  *
#  */
#
# ChangeLog:
#
# 2000-10-14  Delyan Toshev
#	* Initial translation
#
#reporting       feature_req     Feature Reqs

pm_admin_change_status	title	Update Information
pm_admin_projects	add_categories	Add Categories
pm_admin_projects	add_categories_title	Add Categories
pm_admin_projects	add_categories_to	Add Categories To
pm_admin_projects	add_edit_categories	Add/Edit Categories
pm_admin_projects	add_project	Add A Project
pm_admin_projects	add_project_intro	Add a project, which can contain a set of tasks. This is different than creating a new task.
pm_admin_projects	add_subprojects	Add Projects
pm_admin_projects	admin_title	Project/Task Manager Administration
pm_admin_projects	category_inserted	Category Inserted
pm_admin_projects	category_name	Category Name
pm_admin_projects	category_note	Once you add a category, it cannot be deleted
pm_admin_projects	category_note2	It is not recommended that you change the category name because other things are dependent upon it. When you change the category name, all related items will be changed to the new name.</font></strong>
pm_admin_projects	category_updated	Category Updated
pm_admin_projects	change_project_intro	You can modify an existing Project using this form. Please note that private projects can still be viewed by members of your project, but not the general public.
pm_admin_projects	change_project_title	Change Project/Task Manager Status
pm_admin_projects	col_project_id	Project id
pm_admin_projects	col_project_name	Project name
pm_admin_projects	description	Описание
pm_admin_projects	edit_update	Edit/Update Project
pm_admin_projects	existing_subprojects	Existing Subprojects
pm_admin_projects	id	Id
pm_admin_projects	is_public	Флаг за публичност
pm_admin_projects	modify_category	Modify an Category in
pm_admin_projects	no_categories	No categories defined
pm_admin_projects	no_projects_found	<h2>No Projects Found</h2><p>None found for this group. You may add new Projects using the "Add A Project" link above.</p>
pm_admin_projects	no_subprojects	No Subprojects in this group	
pm_admin_projects	project_inserted	Project Inserted 
pm_admin_projects	project_name	New Project Name
pm_admin_projects	project_title	Title
pm_admin_projects	projects_intro	Add a new project to the Project/Task Manager. <strong>This is different than adding a task to a project.</strong>
pm_admin_projects	section	Task Manager Administration
pm_admin_projects	send_updates	Send All Updates To
pm_admin_projects	title	Add Subprojects
pm_browse_custom	section	Task Manager
pm_browse_custom	title	Browse Custom Tasks
pm_browse_my	section	Project $1 Task Manager
pm_browse_open	section	Task Manager
pm_browse_open	title	Browse Open Tasks
pm_browsetask	admin_mass_update	<strong>Admin:</strong> If you wish to apply changes to all items selected above, use these controls to change their properties and click once on "Mass Update".
pm_browsetask	check_all	Check &nbsp;all
pm_browsetask	clear_all	Clear &nbsp;all
pm_browsetask	mass_update	Mass update
pm_browsetask	no_change	No Change
pm_browsetask	browse	Browse
pm_browsetask	next	next 50
pm_browsetask	overdue_tasks	* Denotes overdue tasks
pm_browsetask	previous	previous 50
pm_browsetask	title	Browse tasks
pm_detailtask	subproject	Subproject
pm_detailtask	assigned_to	Assigned To
pm_detailtask	category	Category
pm_detailtask	dependend_on_task	Dependent On Task
pm_detailtask	end_date	End Date
pm_detailtask	hours	Hours
pm_detailtask	original_comment	Original Comment
pm_detailtask	pct_complete	Percent Complete
pm_detailtask	priority	Priority
pm_detailtask	section	Task Manager
pm_detailtask	start_date	Start Date
pm_detailtask	status	Status
pm_detailtask	submitted_by	Submitted By
pm_detailtask	task_summary	Task Summary
pm_detailtask	title	Task Detail
pm_ganttpage	assignee	Assignee
pm_ganttpage	days	Days
pm_ganttpage	months	Months
pm_ganttpage	resolution	Resolution
pm_ganttpage	size	Размер
pm_ganttpage	sort_on	Sort On
pm_ganttpage	weeks	Weeks
pm_include_grouphtml	add_task	Add Task
pm_include_grouphtml	admin	Администриране
pm_include_grouphtml	browse_task	Browse Tasks
pm_include_grouphtml	error_disabled	This Project Has Turned Off The Task Manager
pm_include_grouphtml	gantt_chart	Gantt Chart
pm_include_grouphtml	not_started	Not Started
pm_include_grouphtml	project	Project
pm_include_grouphtml	reporting	Отчети
pm_include_taskhtml	by	By
pm_include_taskhtml	comment	Comment
pm_include_taskhtml	date	Date
pm_include_taskhtml	depend_info	Tasks That Depend on This Task
pm_include_taskhtml	field	Field
pm_include_taskhtml	followups	Followups
pm_include_taskhtml	no_changes	No Changes Have Been Made
pm_include_taskhtml	no_comments	No Comments Have Been Added
pm_include_taskhtml	no_depend_info	No Tasks are Dependent on This Task
pm_include_taskhtml	no_followups	No Followups
pm_include_taskhtml	no_tracker_items	No Related Tracker Items Have Been Added
pm_include_taskhtml	old_value	Old Value
pm_include_taskhtml	open_date	Open Date
pm_include_taskhtml	related_items	Related Tracker Items
pm_include_taskhtml	remove_relation	Remove Relation
pm_include_taskhtml	task_history	Task Change History
pm_include_taskhtml	tracker	Тракер
pm_modtask	add_comment	Add A Comment
pm_modtask	assignee	Assignee
pm_modtask	original_comment	Original Comment
pm_modtask	sort_on	Sort On
pm_modtask	submitted_by	Submitted By
pm_modtask	title	Modify Task
pm_projectcategory	required_fields	ProjectCategory: name and assignee are Required
pm_projectgroup	error_min_desc_length	Document Description Must Be At Least 10 Characters
pm_projectgroup	error_min_name_length	Title Must Be At Least 5 Characters
pm_projectgroup	none_found	No ProjectGroups Found
pm_projecttask	circular_dependency	Circular Dependency Detected'
pm_projecttask	mail_followups_body	\nDate: $1\nBy: $2\n\nComment:\n$3
pm_projecttask	mail_followups_footer	For more info, visit:
pm_projecttask	mail_followups_subject	Task #
pm_projecttask	mail_followups_title	\n\nFollow-Ups
pm_projecttask	mail_notice			Task # $1 has been updated\n\nProject: $2\nSubproject: $3\nSummary: $4\nComplete: $5\nStatus: $6\n\nDescription: $7
pm_reporting	aging_report	Aging Report
pm_reporting	all_tasks_by_category	All Tasks By Category
pm_reporting	all_tasks_by_technician	All Tasks By Technician
pm_reporting	average_duration	Average duration for closed tasks (days)
pm_reporting	by_subproject	Report by Subproject
pm_reporting	by_tech	Report by Technician
pm_reporting	not_completed	Number of tasks still not completed
pm_reporting	open_tasks_by_category	Open Tasks By Category
pm_reporting	open_tasks_by_technician	Open Tasks By Technician
pm_reporting	report_note	<p>Note that same task can be assigned to several technicians. Such task will be counted for each of them.</p>
pm_reporting	started_tasks	Number of started tasks
pm_reporting	tasks_by_category	Tasks By Category
pm_reporting	tasks_by_technician	Tasks By Technician
pm_reporting	title	Task Reporting System
pm_task	create_successfully	Task Created Successfully
project_admin	add_user	Добавяне
project_admin	addfromlist	Добавяне от пълния списък с потребители
project_admin	addfromlist1	Check the box next to the name of the user(s) you want to add. Your choices will be preserved if you click any of the letters below. When done, click "Finish" to choose the roles for the users you are adding.
project_admin	addfromlist2	Choose the role for each user and then press &quot;Add All&quot;.
project_admin	user_updated	User Updated Successfully
project_admin	docmanager_admin	DocManager Admin
project_admin	download_tarball	Download Your Nightly SCM Tree Tarball
project_admin	edit_file_releases	Edit/Add File Releases
project_admin	edit_member_permissions	Edit Member Permissions
project_admin	file_releases	File Releases
project_admin	forum_admin	Forum Admin
project_admin	frs_admin	FRS Admin
project_admin	group_members	Участници в проекта
project_admin	homepage_link	Сайт на проекта:&nbsp;
project_admin	mail_admin	Mail Admin
project_admin	news_admin	News Admin
project_admin	packages	Пакети
project_admin	project_information	Информация за проекта
project_admin	section	Project: $1
project_admin	shell_server	SSH сървър използван от проекта:&nbsp;
project_admin	shell_server_group_directory	Директория на проекта на SSH сървъра:&nbsp; 
project_admin	short_description	<b>Кратко описание на проекта:</b>&nbsp;
project_admin	task_manager_admin	Task Manager Admin
project_admin	title	Project Admin: $1
project_admin	tool_admin	Инструменти за администриране
project_admin	tracker_admin	Tracker Admin
project_admin	trove_categorization	Trove Categorization:&nbsp;
project_admin	unix_name	Име
project_admin	userrealname	Real Name
project_admin	user_added	User Added Successfully
project_admin	user_removed	User Removed Successfully
project_admin	www_directory	WWW Директория на проекта на SSH сървъра:&nbsp;
project_admin_database	add_new_database	Add New Database
project_admin_database	add_new_database_info	Clicking on "create" will schedule the creation of the database, and email the	details to the project administrators
project_admin_database	cannot_add	Cannot add database entry
project_admin_database	confirm_delete	CONFIRM DELETE
project_admin_database	confirm_deletion	Click to confirm deletion 
project_admin_database	confirm_new	Confirm New
project_admin_database	create	Create
project_admin_database	current_databases	Current Databases
project_admin_database	database_created	Database scheduled for creation
project_admin_database	database_type	Database Type
project_admin_database	db_type	DB Type
project_admin_database	maximum_databases_allocated	Maximum number of databases of all types have been allocated
project_admin_database	new_password	New Password
project_admin_database	no_databases	There are no databases currently allocated to this group
project_admin_database	operations	Operations
project_admin_database	state	State
project_admin_database	title	Database Information
project_admin_database	update	Обновяване
project_admin_editgroupinfo	active_features	Активни инструменти
project_admin_editgroupinfo	enable_anonymous_cvs	Enable anonymous SCM
project_admin_editgroupinfo	enable_pserver	Enable pserver
project_admin_editgroupinfo	group_name	Име на проекта
project_admin_editgroupinfo	group_updated	Group information updated
project_admin_editgroupinfo	homepage_link	Сайт на проекта
project_admin_editgroupinfo	new_doc	New Document Submissions
project_admin_editgroupinfo	new_doc_info	If you wish, you can provide default email addresses to which new submissions will be sent
project_admin_editgroupinfo	send_on_all_updates	(send on all updates)
project_admin_editgroupinfo	short_description	Кратко описание (максимум 255 символа чист текст)
project_admin_editgroupinfo	title	Edit Group Info
project_admin_editgroupinfo	use_cvs	Модул "SCM"
project_admin_editgroupinfo	use_docman	Модул "Документация"
project_admin_editgroupinfo	use_forums	Модул "Форуми"
project_admin_editgroupinfo	use_frs	Модул "Пакети"
project_admin_editgroupinfo	use_ftp	Модул "FTP"
project_admin_editgroupinfo	use_mailing_lists	Модул "Пощенски списъци"
project_admin_editgroupinfo	use_news	Модул "Новини"
project_admin_editgroupinfo	use_pm	Модул "Управление на задачи"
project_admin_editgroupinfo	use_stats	Модул "Статистики"
project_admin_editgroupinfo	use_surveys	Модул "Допитвания"
project_admin_editgroupinfo	use_tracker	Модул "Тракер"
project_admin_editimages	add_data	Add Multimedia Data
project_admin_editimages	add_file	Add File
project_admin_editimages	del	Del
project_admin_editimages	description	Описание
project_admin_editimages	dims	Dims
project_admin_editimages	edit	Edit
project_admin_editimages	error_length	ERROR - file must be > 20 bytes and < 256000 bytes in length
project_admin_editimages	file_deleted	Multimedia File Deleted 
project_admin_editimages	file_description_required	File description is required
project_admin_editimages	file_uploaded	Multimedia File Uploaded
project_admin_editimages	id	ID
project_admin_editimages	intro	You can store up to $1 MB of multimedia data (bitmap and vector graphics, sound clips, 3D models) in the database. Use this page to add/delete your project multimedia data.
project_admin_editimages	local_filename	Local filename
project_admin_editimages	mime_type	MIME Type
project_admin_editimages	name	Name
project_admin_editimages	properties_updated	Multimedia File Properties Updated
project_admin_editimages	replace	Replace with new file (optional)
project_admin_editimages	required_fields	Both file name and description are required
project_admin_editimages	size	Размер
project_admin_editimages	title	Edit Multimedia Data
project_admin_editimages	uploaded	Uploaded
project_admin_editpackages	add_release	Add Release
project_admin_editpackages	added_package	Добавени пакети
project_admin_editpackages	create_package	Create This Package
project_admin_editpackages	edit_releases	Edit Releases
project_admin_editpackages	new_package_name	New Package Name
project_admin_editpackages	no_packages_defined	You Have No Packages Defined
project_admin_editpackages	no_packages_status	Status
project_admin_editpackages	package_name	Име на пакета
project_admin_editpackages	packages_info	<h3>Packages</h3><p>You can use packages to group different file releases together, or use them however you like. <p><H4>An example of packages:</h4><p><strong>Mysql-win</strong><br /><strong>Mysql-unix</strong><br /><strong>Mysql-odbc</strong><p><h4>Your Packages:</H4><p><ol><li>Define your packages</li><li>Create new releases of packages</li></ol><p><h3>Releases of Packages</h3><p>A release of a package can contain multiple files.<p><H4>Examples of Releases</h4><p><strong>3.22.1</strong><br /><strong>3.22.2</strong><br /><strong>3.22.3</strong><br /><p>You can create new releases of packages by clicking on <strong>Add/Edit Releases</strong> next to your package name.<p>
project_admin_editpackages	qrs	QRS
project_admin_editpackages	qrs_a_file	Click here to $1 quick-release a file $2
project_admin_editpackages	releases	Releases
project_admin_editpackages	title	Release Edit/File Releases
project_admin_editpackages	updated_package	Updated Package
project_admin_editrelease	add_file	Add This File
project_admin_editrelease	add_files_note	NOTE: In some browsers you must select the file in the file-upload dialog and click "OK".  Double-clicking doesn't register the file.</strong></span>
project_admin_editrelease	changelog_too_small	Change Log Is Too Small 
project_admin_editrelease	data_saved	Data Saved 
project_admin_editrelease	delete_file	Delete File
project_admin_editrelease	file_deleted	File Deleted 
project_admin_editrelease	file_list_note	Once you have added files to this release you <strong>must</strong> update each of these files with the correct information or they will not appear on your download summary page.
project_admin_editrelease	file_released	File Released
project_admin_editrelease	file_type	File Type
project_admin_editrelease	file_type_update	File Type<br />Update
project_admin_editrelease	file_updated	File Updated 
project_admin_editrelease	filename_release	Filename<br />Release
project_admin_editrelease	i_am_sure	I'm Sure
project_admin_editrelease	no_files_in_release	No Files In This Release
project_admin_editrelease	note	Edit the Release Notes or Change Log for this release of this package. These changes will apply to all files attached to this release.<br />You can either upload the release notes and change log individually, or paste them in together below.
project_admin_editrelease	paste_changelog	Paste The Change Log In
project_admin_editrelease	paste_release_notes	Paste The Notes In
project_admin_editrelease	preserve_preformatted	Preserve my pre-formatted text.
project_admin_editrelease	processor_type	Processor Type
project_admin_editrelease	processor_update	Processor<br />Release Date
project_admin_editrelease	release_date	Release Date
project_admin_editrelease	release_name	Release Name
project_admin_editrelease	release_notes_too_small	Release Notes Are Too Small
project_admin_editrelease	status	Status
project_admin_editrelease	step_1	Step 1:&nbsp;&nbsp; Edit Release
project_admin_editrelease	step_2	Step 2: Add Files To This Release</h3><p>Now, choose a file to upload into the system. The maximum file size is determined by the site administrator, but defaults to 2MB. If you need to upload large files, contact your site administrator.</p>
project_admin_editrelease	step_3	Step 3: Edit Files In This Release
project_admin_editrelease	submit_refresh	Submit/Refresh
project_admin_editrelease	title	Edit Releases
project_admin_editrelease	update_refresh	Update/Refresh
project_admin_editrelease	upload_change_log	Upload Change Log
project_admin_editrelease	upload_new_file	Upload a new file
project_admin_editrelease	upload_release_notes	Upload Release Notes
project_admin_group_trove	intro	<h3>Edit Trove Categorization</h3><p>Select up to three locations for this project in each of the Trove root categories. If the project does not require any or all of these locations, simply select "None Selected".</p><p> IMPORTANT: Projects should be categorized in the most specific locations available in the map. Simultaneous categorization in a specific category AND a parent category will result in only the more specific categorization being accepted.
project_admin_group_trove	title	Group Trove Information
project_admin_group_trove	update_changes	Update All Category Changes
project_admin_history	info	 
project_admin_history	title	History
project_admin_newrelease	section	Project $1 - Administration
project_admin_newrelease	title	Create New Release
project_admin_qrs	changelog	Change Log
project_admin_qrs	create_new_package	Or $1 create a new package $2
project_admin_qrs	file_name	File Name
project_admin_qrs	file_released	File Released: You May Choose To Edit the Release Now
project_admin_qrs	file_type	File Type
project_admin_qrs	must_choose_one	Must Choose One
project_admin_qrs	no_file_types_available	No File Types Available
project_admin_qrs	package_id	Package ID
project_admin_qrs	preserve_text	Preserve my pre-formatted text
project_admin_qrs	processor_type	Processor Type
project_admin_qrs	qrs_info	You can now $1 Add Files To This Release $2 if you wish, or edit the release.</p> <p>Please note that file(s) may not appear immediately on the $3 download page $4. Allow several hours for propagation.						
project_admin_qrs	release_date	Release Date
project_admin_qrs	release_file	Release File
project_admin_qrs	release_name	Release Name
project_admin_qrs	release_note	NOTE: In some browsers you must select the file in the file-upload dialog and click "OK".  Double-clicking doesn't register the file
project_admin_qrs	release_notes	Release Notes
project_admin_qrs	required_file	Must select a file.
project_admin_qrs	required_file_type	Must select a file type.
project_admin_qrs	required_package	Must select a package. 
project_admin_qrs	required_processor_type	Must select a processor type. 
project_admin_qrs	required_release_name	Must define a release name. 
project_admin_qrs	title	Quick Release System
project_admin_qrs	upload_new_file	Upload a new file
project_admin_qrs	exceed_file_size	The uploaded file exceeds the maximum file size. Contact to the site admin to upload this big file.
project_admin_qrs	partial_file	The uploaded file was only partially uploaded.
project_admin_qrs	unknown_file_error	Unknown file upload error.
project_admin_qrs	maximum_file_size	Maximum upload file size:
project_admin_rmuser	cancel	Cancel
project_admin_rmuser	cannot_remove_admin	You cannot remove $1 admin
project_admin_rmuser	info	<h3>Removing Developer from $1</h3><p>You are about to remove developer from the $1. Please confirm your action:</p>
project_admin_rmuser	operation_not_permitted	Operation Not Permitted
project_admin_rmuser	remove	Премахване
project_admin_rmuser	title	Премахване на потребител
project_admin_showreleases	date	Date
project_admin_showreleases	no_release	No Releases Of This Package Are Available
project_admin_showreleases	package_name	Package Name
project_admin_showreleases	release_name	Release Name
project_admin_showreleases	title	Release New File Version
project_admin_userpermedit	add_to_all	Add To All
project_admin_userpermedit	add_to_tracker	Add To Tracker
project_admin_userpermedit	admin	Администриране
project_admin_userpermedit	admin_only	Admin Only
project_admin_userpermedit	admin_tech	Admin & Tech
project_admin_userpermedit	developer_not_found	Developer Not Found In This Group
project_admin_userpermedit	docman	Documentation Manager
project_admin_userpermedit	editing_permissions	You are editing permissions for user $1 ($2)
project_admin_userpermedit	editor	Editor
project_admin_userpermedit	file_release_role	Role in File releases
project_admin_userpermedit	forums	Forums
project_admin_userpermedit	invalid_user	Invalid user
project_admin_userpermedit	moderator	Moderator
project_admin_userpermedit	no_permissions	No permissions
project_admin_userpermedit	not_available	Not available
project_admin_userpermedit	permissions_updated	Permissions Updated
project_admin_userpermedit	pm	Project/Task Manager
project_admin_userpermedit	project_admin	Project Admin
project_admin_userpermedit	project_role	Project role
project_admin_userpermedit	property	Property
project_admin_userpermedit	release_technician	Release Technician
project_admin_userpermedit	remove	Премахване
project_admin_userpermedit	reset_changes	Reset Changes
project_admin_userpermedit	technician	Technician
project_admin_userpermedit	title	Edit Developer Permissions
project_admin_userpermedit	tracker_info	<h3>Add User To These Trackers:</h3>	<p>	You can pick and choose which trackers this user has any privileges in, or simply add the user to all trackers by checking "Add To All".</p>
project_admin_userpermedit	tracker_manager	Tracker Manager
project_admin_userpermedit	undefined	Undefined
project_admin_userpermedit	update_permissions	Update Developer Permissions
project_admin_userpermedit	user_added	User Added Successfully
project_admin_userpermedit	user_does_not_exist	User does not exist.
project_admin_userpermedit	value	Value
project_admin_userperms	docman	Doc.<br />Manager
project_admin_userperms	editor	Editor
project_admin_userperms	forums	Forums
project_admin_userperms	general	General
project_admin_userperms	info	Click developer's name below to edit permissions
project_admin_userperms	moderator	Moderator
project_admin_userperms	no_developers	No Developers Found
project_admin_userperms	rel_tech	Rel.Tech.
project_admin_userperms	task_manager	Task<br />Manager
project_admin_userperms	title	User Permissions List
project_admin_userperms	tracker_manager	Tracker<br />Manager
project_admin_utils	admin	Участници
project_admin_utils	by Извършено от
project_admin_utils	change_history	История на промените по проекта
project_admin_utils	database_admin	Database Admin
project_admin_utils	date	Дата
project_admin_utils	edit_jobs	Редактиране на обяви
project_admin_utils	edit_public_info	Описание и инструменти
project_admin_utils	edit_trove_categorization	Edit Trove Categorization
project_admin_utils	edit_release_files	Edit/Release Files
project_admin_utils	field	Променено поле
project_admin_utils	multimedia_data	Edit Multimedia Data
project_admin_utils	old_value	Стара стойност
project_admin_utils	permission_blurb	<strong>NOTE:</strong><dl><dt><strong>Project Admins (bold)</strong></dt><dd>can access this page and other project administration pages</dd><dt><strong>Release Technicians</strong></dt><dd>can make the file releases (any project admin also a release technician)</dd><dt><strong>Tool Technicians (T)</strong></dt><dd>can be assigned Bugs/Tasks/Patches</dd><dt><strong>Tool Admins (A)</strong></dt><dd>can make changes to Bugs/Tasks/Patches as well as use the /toolname/admin/ pages</dd><dt><strong>Tool No Permission (N/A)</strong></dt><dd>Developer doesn't have specific permission (currently equivalent to '-')</dd><dt><strong>Moderators</strong> (forums)</dt><dd>can delete messages from the project forums</dd><dt><strong>Editors</strong> (doc. manager)</dt><dd>can update/edit/remove documentation from the project.</dd></dl>
project_admin_utils	post_jobs	Публикуване на обяви
project_admin_utils	project_history	История
project_admin_utils	stats	Статистики
project_admin_utils	user_permissions	User Permissions
project_admin_utils	vhosts	VHOSTs
project_admin_vhost	create	Create
project_admin_vhost	delete	Delete
project_admin_vhost	info	<strong><span style="text-decoration:underline">Add New Virtual Host</span></strong><p>To add a new virtual host - simply point a <strong>CNAME</strong> for <em>yourhost.org</em> at <strong>$1.$2</strong>.  $3 does not currently host mail (i.e. cannot be an MX) or DNS</strong>.  <p>Clicking on "create" will schedule the creation of the Virtual Host.  This will be synced to the project webservers - such that <em>yourhost.org</em> will display the material at <em>$4.$5</em>.
project_admin_vhost	name	New Virtual Host <em>(e.g. vhost.org)</em>
project_admin_vhost	no_vhosts	No VHOSTs defined
project_admin_vhost	not_valid_hostname	Not a valid hostname - $1
project_admin_vhost	operations	Operations
project_admin_vhost	title	Virtual Host Management
project_admin_vhost	vhost	Virtual Host
project_admin_vhost	vhost_deleted	VHOST deleted
project_admin_vhost	vhost_scheduled	Virtual Host scheduled for creation.
project_filemodule_monitor	start_monitor_body	Monitoring Has Been Started
project_filemodule_monitor	start_monitor_title	Monitoring started
project_filemodule_monitor	stop_monitor_body	Monitoring Has Been Stopped
project_filemodule_monitor	stop_monitor_title	Monitoring stopped
project_home	cvs_commits	<strong>$1</strong> commits, <strong>$2</strong> adds
project_home	forum_messages	<strong>$1</strong> съобщения в <strong>$2</strong> форума
project_home	forums	forums
project_home	help_wanted	HELP WANTED: This project is looking for
project_home	help_wanted_multiple	People to fill $1 several different positions </a>
project_home	holding_note	NOTE: This project entry is maintained by the $1 staff. We are not the official site for this product. Additional copyright information may be found on this project's homepage.
project_home	messages_in	messages in
project_home	monitor_package	Monitor this package
project_home	no_subprojects	There are no public subprojects available
project_home	no_trackers	There are no public trackers available
project_home	public_mailing_lists	public mailing lists
project_home	release_notes	Release Notes
project_home	surveys	surveys
project_home	title	Project Info
project_home	tracker_open	<strong>$1</strong> open /<strong>$2</strong> total
project_home	view_members	View Members
project_home	view_project_files	Преглед на всички издадени пакети
project_memberlist	developer	Developer
project_memberlist	joining	<P>If you would like to contribute to this project by becoming a developer, contact one of the project admins, designated in bold text below.<br><br>
project_memberlist	role	Role/Position
project_memberlist	skills	Умения
project_memberlist	title	Project Member List
project_memberlist	username	Username
project_memberlist	view	View
project_showfiles	architecture	Архитектура
project_showfiles	date	Дата
project_showfiles	downloads	Тегления
project_showfiles	error_no_packages_defined_text	There are no file packages defined for this project.
project_showfiles	error_no_packages_defined_title	No File Packages
project_showfiles	file_type	Тип
project_showfiles	filename	Име на файла
project_showfiles	intro	Списък на всички издадени пакети по проекта.
project_showfiles	intro2	Бележките и списъка с промените за конкретно издание можете да видите ако щракнете върху версията му.
project_showfiles	monitor_package	Monitor this package
project_showfiles	new_release	Издаване на нов пакет
project_showfiles	no_releases	Няма издания
project_showfiles	package	Пакет
project_showfiles	project_totals	Общо за целия проект
project_showfiles	release_highlighted	The release you have chosen is <span style="background-color:pink">highlighted</span>.
project_showfiles	release_notes	Release &amp; Notes
project_showfiles	section	Project: $1
project_showfiles	size	Размер
project_showfiles	title	Project Filelist
project_shownotes	changes	Changes:
project_shownotes	error_release_not_found	That Release Was Not Found
project_shownotes	notes	Notes:
project_shownotes	release_name	Release Name:
project_shownotes	section	Project: $1
project_shownotes	title	File Release Notes and Changelog
project_stats	change_stats_view	Change Stats View
project_stats	detailed_statistics	Detailed statistics for
project_stats	last_30_days	Last 30 Days
project_stats	last_7_days	Last 7 Days
project_stats	monthly	Monthly
project_stats	tasks	Tasks
project_stats	title	Project statistics 
project_stats	tracker	Тракер
project_stats	usage_statistics	Usage Statistics 
project_stats	view_reports	View Reports
project_stats_graph	date	Date
project_stats_graph	page_view_days	Page Views (red) and Downloads (blue) for the past $1 days
project_stats_graph	page_view_months	Page Views (red) and Downloads (blue) for the past $1 months
project_stats_graph	statistics	$1 Statistics For $2
project_stats_graph	views	Views (red) / Downloads (blue)
project_stats_utils	CVS	SCM
project_stats_utils	all_tracker	All Trkr
project_stats_utils	bugs	Bugs
project_stats_utils	date	Date
project_stats_utils	days	Days
project_stats_utils	dl	D/l
project_stats_utils	month	Lifespan
project_stats_utils	page_views	Page Views
project_stats_utils	patches	Patches
project_stats_utils	project_did_not_exits	Project did not exist on this date.
project_stats_utils	rank	Rank
project_stats_utils	stats_all_time	Statistics for All Time
project_stats_utils	stats_for_days	Statistics for the past $1 days
project_stats_utils	stats_for_months	Statistics for the past $1 months.
project_stats_utils	support	Support
project_stats_utils	tasks	Tasks
projects	section	Project: $1
projects	title	Summary
register	apply_for_registration	<h4>Регистриране на проект</h4>За да регистрирате проект е нужно да предоставите следната информация за него (всички полета са задължителни): 
register	comprehensive_description	Describe in a more comprehensive manner your project.
register	conflicting_licenses_choice	Conflicting licenses choice
register	describe_registration	Please describe your Registration Purpose in a more comprehensive manner
register	i_agree	Съгласен½ съм
register	i_disagree	Не съм съгласен
register	invalid_full_name	Invalid full name
register	invalid_unix_name	Invalid unix name
register	license_type	Public domain</a><li>Website Only <li>Other/Proprietary License</ul><p><strong>License for This Project</strong><br/ ><strong>Your License:</strong><br />
register	maximum_description	Maximum length for Project Description is 255 chars
register	more_license_description	Please give more comprehensive licensing description"
register	no_license_chosen	You do not have chosen a license
register	other_license	Ако сте избрали "Other", моля опишете л»иценза, който искате да използвате.<!-- Realize that other licenses may not be approved. Also, it may take additional time to make a decision for such project, since we will need to check that license is compatible with the OpenSource definition.--> Допускат се само проекти, чиито лиценз е съвместим с критериите за отворен код, които са описани <a target="blancc" href="http://www.opensource.org/docs/definition.php">тук</a>.
register	project_description	<h5>4. Публично описание на проекта</h5><p>Това е описанието на Вашия проект, което ще се визуализира на страницата "Резюме", в резултатите от търсене и т.н. Максималната допустима дължина е 255 символа.
register	project_full_name	<h5>1. Пълно име на проекта</h5><p>Това е името което ще виждат потребителите на страниците на портала. Подберете подходящо описателно име за Вашия проект. Максималната допустима дължина е 40 символа.</p>Име<br/>
register	project_information	Project Information
register	project_license	<h5>3. Лиценз</h5> <p><strong><em>Ако кандидатствате само за хостинг на сайт, изберете "Website-Only" от списъка по-долу.</em></strong><p>$1 беше създадено с цел да подпомага разработката на проекти с отворен код в България. Допустимите лицензии са измежду одобрените от <a href="http://www.opensource.org">Open Source Initiative</a>. <p>Ако искате да използвате лиценз, който липсва в списъка, <a href="mailto:openfmi@fmi.uni-sofia.bg">свържете се с нас</a>.<p>Избирането на лиценз е сериозно решение. Отделете колкото време е нужно за да се запознаете с особеностите на различните лицензи, преди да вземете крайното решение. <!--<p>You may change the license for your project at a later date, so long as you have a legal capability to do so, your file release clearly relates this change, and your filemap categorization is updated appropriately. <em>Please note that license changes are not retroactive (i.e. do not apply to products already released under OpenSource license).</em> <p>$1 is not responsible for legal discrepencies regarding your license.--><p><strong>Лиценз </strong>
register	project_submitted	Your project has been submitted to the $1 administrators. Within 72 hours, you will receive notification of their decision and further instructions.</p><p>Thank you for choosing $1
register	project_unix_name	<h5>5. Unix име на проекта</h5><p>Освен пълното име на проекта, нужно е да изберете кратко име, което да отговаря на следните условия: <ul><li>Не може да съвпада с краткото име на друг проект<li>Дължината му трябва да е между 3 и 15 символа<li>Допустими са само малки букви<li>Може да съдържа само букви, цифри и тирета<li>Трябва да бъде валиден Unix потребителски идентификатор<li>Неможе да съвпада с име на поддомейн на openfmi.net, което е запазено за системни цели<li>Да не се променя през цялото време на живот на проекта</ul><p>Unix името на проекта ще бъде използвано за неща като:<ul><li>$1 поддомейн на проекта <tt>unixname.$1</tt><li>Адресът на SCM хранилището на проекта: <tt>http://svn.openfmi.net/unixname</tt><li>Потребителски идентификатор на машината за щел акаунти на openfmi.net - shell.openfmi.net</tt></ul><p>Unix име:<br/>
register	purpose_and_summarization	<h5>2. Описание на проекта</h5><p>Тук трябва да опишете какво точно представлява Вашият проект (идеи, цели, задачи). Това описание ще бъде предоставено на администраторите на $1 и няма да е достъпно за други потребители.
register	registration_complete	Registration complete
register	title	New Project Registration
register	unix_group_name_already_taken	Unix name already taken
register_complete	section	New Project Registration
register_complete	title	Registration Complete
